transcript_id,transcript_position,score
AT3G59780.1,458,0.7853227
AT1G77440.2,255,0.0023160721
AT1G63610.2,235,0.5081556
AT1G63610.2,1102,0.5935291
AT1G69740.2,271,0.0021473875
AT3G15095.2,1311,0.0005794203
AT5G14520.1,1917,0.19866456
AT5G03520.1,519,0.030075006
AT1G18620.1,1771,0.080646016
AT1G58848.1,1781,0.17336123
AT3G05900.2,1166,0.03415078
AT1G33470.1,1047,0.23457775
AT2G44090.4,312,0.031017514
AT5G10550.1,1287,0.046189267
AT1G15180.1,1040,0.0005608286
AT5G19400.1,1339,3.4651035e-05
AT1G65960.2,1692,0.9792653
AT1G67280.2,333,0.122787006
AT2G37450.3,2160,0.8999405
AT3G13445.1,527,0.041287534
AT3G55460.1,793,0.06321702
AT5G60170.2,2897,0.0029124513
AT3G02520.1,443,0.8459192
AT2G26280.4,104,0.00018074647
AT1G62390.1,1003,0.6055199
AT1G08520.1,1563,0.0022790513
AT5G63860.1,1242,0.004362993
AT2G31510.2,990,1.99306e-06
AT3G03780.2,1411,0.021249285
AT2G17360.1,922,0.7958632
AT1G48480.1,2213,0.001171992
AT3G49870.1,179,0.00027652676
AT5G07340.1,843,0.396871
AT2G33770.1,839,0.12489036
AT1G32130.1,1506,0.08390929
AT1G36980.1,580,0.33280367
AT3G54030.1,794,0.00029709865
AT5G58140.2,2024,0.010003186
AT5G14200.3,401,0.057998154
AT2G47210.3,283,0.0002556652
AT1G08200.1,670,0.002665807
AT1G12250.2,714,0.054395847
AT1G21400.3,1816,0.006664043
AT5G45430.2,1146,0.05892185
AT4G16830.3,705,0.5376365
AT2G43945.1,698,0.007964165
AT5G22770.5,2487,0.013833679
AT3G48870.2,2288,0.15279096
AT1G64810.1,1614,0.17476322
AT5G07220.1,394,0.03721209
AT2G18790.2,781,9.321418e-05
AT1G49760.2,1127,0.068998225
AT1G61190.2,3195,0.0033537543
AT4G29750.2,2635,0.00068226195
AT2G44090.3,1588,0.01292147
AT2G22240.1,1395,0.06831479
AT3G14350.3,643,0.0018785283
AT4G33640.1,209,0.050175384
AT5G15200.1,131,0.18924987
AT3G14660.1,1282,0.10919823
AT5G08130.8,1909,0.0024049296
AT3G09350.2,1036,0.33057597
AT3G19520.3,438,0.34595653
AT3G16760.1,981,0.00012838053
AT1G06080.1,1251,0.13844693
AT1G04750.3,759,0.0019220958
