transcript_id,transcript_position,score
tx_id_6,1590,0.0010304458
tx_id_6,830,0.0201722
tx_id_1,1210,0.9805116
tx_id_3,490,0.54010224
tx_id_2,790,0.97935915
tx_id_0,600,0.03377352
tx_id_1,1120,0.7504054
tx_id_6,550,0.013337095
tx_id_1,330,0.60755706
tx_id_0,620,0.60882986
tx_id_1,130,0.070738986
tx_id_0,1520,0.9784416
tx_id_2,1210,0.98248947
tx_id_0,1140,0.96376103
tx_id_3,820,0.07412172
tx_id_2,1030,0.9278257
tx_id_2,960,0.9056637
tx_id_0,140,0.9642068
tx_id_1,320,0.7612286
tx_id_1,1270,0.97372514
tx_id_0,1780,0.15320142
tx_id_3,20,0.98333573
tx_id_1,800,0.2927454
tx_id_0,1160,0.96718633
tx_id_3,1410,0.8640835
tx_id_5,830,0.16877586
tx_id_2,800,0.9329198
tx_id_2,1540,0.37825757
tx_id_1,1720,0.9799828
tx_id_2,1770,0.055061977
tx_id_3,1270,0.96794015
tx_id_5,1240,0.108261555
tx_id_6,1400,0.96660584
tx_id_1,540,0.27352625
tx_id_6,840,0.00509642
tx_id_0,1630,0.37025416
tx_id_3,1100,0.057090733
tx_id_1,1530,0.9286961
tx_id_2,700,0.6572623
tx_id_6,760,0.092513226
tx_id_3,570,0.22412185
tx_id_5,1330,0.9423779
tx_id_4,1470,0.46874425
tx_id_0,1340,0.9840729
tx_id_5,1350,0.86761224
tx_id_3,1190,0.98263836
tx_id_4,470,0.010805567
tx_id_4,760,0.82058966
tx_id_6,940,0.86451674
tx_id_5,630,0.26885903
tx_id_5,1250,0.12110649
tx_id_2,1570,0.05841743
tx_id_6,320,0.6269568
tx_id_2,1410,0.77931345
tx_id_6,370,0.46700582
tx_id_0,90,0.3373584
tx_id_1,210,0.9907184
tx_id_1,360,0.9736431
tx_id_6,410,0.015005251
tx_id_2,1630,0.6693231
tx_id_4,640,0.85883033
tx_id_2,330,0.9172177
tx_id_0,1660,0.6274755
tx_id_5,1440,0.9430287
tx_id_2,590,0.021107014
tx_id_6,1540,0.2501059
tx_id_0,210,0.9918461
tx_id_5,1670,0.74583983
tx_id_6,490,0.012686379
tx_id_6,1820,0.31320947
tx_id_0,530,0.8946732
tx_id_5,1110,0.8882467
tx_id_5,230,0.40152627
tx_id_0,1210,0.97790986
tx_id_5,1230,0.948564
tx_id_2,220,0.6824428
tx_id_3,1050,0.22915114
tx_id_6,1620,0.44394696
tx_id_1,440,0.9827621
tx_id_1,1320,0.090656124
tx_id_0,1430,0.09541211
tx_id_4,620,0.7830785
tx_id_4,1110,0.9656111
tx_id_4,1610,0.9404775
tx_id_0,1830,0.27867308
tx_id_0,330,0.46428955
tx_id_4,1840,0.36297017
tx_id_0,1860,0.9664917
tx_id_6,740,0.0013484772
tx_id_3,1060,0.9428317
tx_id_5,760,0.6161461
tx_id_1,1590,0.9642649
tx_id_4,1750,0.985472
tx_id_4,1290,0.14332741
tx_id_3,1090,0.9687724
