transcript_id,transcript_position,score
ENST00000317897,1211,0.6884669
ENST00000314340,864,0.9801965
ENST00000267115,1432,0.6327815
ENST00000341394,436,0.016470585
ENST00000361381,1280,0.011918031
ENST00000371370,1606,0.043368384
ENST00000334983,1235,0.00023052652
ENST00000373840,1701,0.06873936
ENST00000527958,2162,0.559391
ENST00000523111,304,5.466951e-06
ENST00000634960,3532,0.0067461072
ENST00000260665,2597,0.20737039
ENST00000372734,327,0.016242314
ENST00000300291,2645,0.00010029528
ENST00000292616,1020,0.2666563
ENST00000352861,144,0.10053191
ENST00000487169,2145,0.51385593
ENST00000322088,1388,0.15867731
ENST00000302418,2794,0.0033994913
ENST00000222673,2857,0.0227393
ENST00000339647,597,0.1360132
ENST00000298049,798,0.27209267
ENST00000374436,720,0.11561854
ENST00000424832,1300,0.00028357093
ENST00000246548,2608,0.009735999
ENST00000277165,3130,0.055468544
ENST00000369026,3538,0.035281807
ENST00000433892,1275,0.0026965595
ENST00000500728,1177,0.012911506
ENST00000533603,1298,0.013235487
ENST00000324096,2573,0.9629029
ENST00000335272,916,7.987108e-07
ENST00000361851,146,0.037546985
ENST00000292896,575,0.098823935
ENST00000369075,1786,0.0046549486
ENST00000443950,1930,0.11190511
ENST00000541279,668,0.036280565
ENST00000280326,1400,0.33609846
ENST00000392708,1341,0.22637384
ENST00000588815,943,0.0019535413
ENST00000614314,1048,0.0025836555
ENST00000217893,1200,0.045530293
ENST00000564595,836,0.071508124
ENST00000627231,605,0.0040306724
ENST00000375048,337,0.24272685
ENST00000268717,135,0.033266217
ENST00000612399,234,0.0039237314
ENST00000371674,216,0.0014439699
ENST00000223073,2219,0.0019136345
ENST00000302550,2006,0.14417699
ENST00000411651,1193,0.23078544
ENST00000355091,1112,0.69266295
ENST00000586686,102,0.57603264
ENST00000261015,1936,0.00036533517
ENST00000611405,2529,0.0070269606
ENST00000279068,1267,0.04809605
ENST00000624234,1795,0.1387385
ENST00000331768,2025,0.00208421
ENST00000544180,2522,0.82163906
ENST00000209728,1136,0.61386406
ENST00000296677,1066,0.8966937
ENST00000576917,1356,0.7864539
ENST00000303575,3502,7.993929e-06
ENST00000337387,670,0.9500297
ENST00000376387,1052,0.040811937
ENST00000261819,1467,0.01663878
ENST00000381344,1191,0.00092878484
ENST00000316156,2947,0.01225964
ENST00000355968,564,0.010853577
ENST00000228740,1188,0.09923229
ENST00000411486,1746,0.82579845
ENST00000597629,975,0.3077294
ENST00000371785,1245,0.1810492
ENST00000218364,2652,0.0011276943
ENST00000372171,780,0.94644994
ENST00000311528,779,0.33702862
ENST00000393432,326,0.029762471
ENST00000621914,5473,0.91306245
ENST00000394934,702,0.06064984
ENST00000262646,1104,0.26179934
ENST00000331666,982,0.067346185
ENST00000377095,106,0.216735
ENST00000340828,910,0.00089726155
ENST00000457485,1201,0.07564827
ENST00000223368,1743,0.11876396
ENST00000619387,1290,0.00062376156
ENST00000367549,1436,0.064565435
ENST00000268607,794,0.04939808
ENST00000306125,1214,0.009112951
ENST00000368439,585,0.089413494
ENST00000370321,465,0.75639033
ENST00000303887,1958,0.003292613
ENST00000293308,605,0.30162546
ENST00000356663,1630,0.88747704
ENST00000225972,1590,0.011288304
ENST00000514332,1295,0.00051149307
ENST00000322213,5394,0.33357838
ENST00000339647,2412,0.95487875
ENST00000372715,431,0.5041082
ENST00000528302,2803,0.33827704
ENST00000215917,330,0.027656218
ENST00000210060,392,0.6764002
ENST00000596288,1565,0.68368757
ENST00000328195,2293,0.06597456
ENST00000226299,1823,0.0021141735
ENST00000263856,2731,0.23642398
ENST00000270066,1646,0.10633654
ENST00000381237,2065,2.5425045e-06
ENST00000221801,840,0.02005998
ENST00000402693,2806,0.03435625
ENST00000618156,1510,0.09457326
ENST00000303577,967,0.9772442
ENST00000374379,3442,0.015447822
ENST00000380191,1524,0.00021240418
ENST00000495963,157,0.36980796
ENST00000379663,1481,0.0042496687
ENST00000372839,2178,0.059031334
ENST00000372857,1691,0.43733898
ENST00000335181,1463,0.54187953
ENST00000367630,1531,0.08649843
ENST00000338110,1554,0.27282372
ENST00000351193,2208,0.27992967
ENST00000374206,440,0.09362299
ENST00000376901,1046,0.0041805524
ENST00000429029,1238,0.0008368985
ENST00000229214,451,0.14352089
ENST00000273920,600,0.12154167
ENST00000376663,1390,0.036433917
ENST00000322723,1552,0.0075550815
ENST00000367881,1032,0.24334235
ENST00000396386,1423,0.43712318
ENST00000216879,1901,0.13393258
ENST00000447750,2336,0.07996521
ENST00000533603,1339,0.39406586
ENST00000305798,1739,0.004080858
ENST00000571732,974,0.003047137
ENST00000289119,1697,0.00016032219
ENST00000274026,1867,0.00027785898
ENST00000374450,757,0.039822415
ENST00000375643,3685,0.022351645
ENST00000518127,131,0.23724413
ENST00000292807,134,0.19534759
ENST00000262435,689,0.12336595
ENST00000605891,957,0.048863646
ENST00000233084,2231,0.0012296559
ENST00000381571,1198,0.016475977
ENST00000225430,557,0.017674193
ENST00000262554,1482,0.8106368
ENST00000264908,1046,0.0092439065
ENST00000337288,1496,0.04137249
ENST00000397149,1568,0.91366994
ENST00000401558,1144,0.008098789
ENST00000376327,588,0.028983261
ENST00000429120,636,0.8499644
ENST00000302445,752,0.021177514
ENST00000369797,4854,0.6921671
ENST00000361337,2608,0.9224249
ENST00000358901,2223,0.49708822
ENST00000379389,161,0.32478094
ENST00000439351,918,0.07019442
ENST00000522934,445,0.006748968
ENST00000323927,2418,0.86708915
ENST00000217244,1080,9.1548114e-05
ENST00000357156,303,0.030387806
ENST00000369183,735,0.044508405
ENST00000593152,1140,0.0036089695
ENST00000215582,2447,0.40491432
ENST00000315579,2595,0.012563972
ENST00000368797,454,0.0013068429
ENST00000379516,1424,0.0039769136
ENST00000261574,613,0.006662288
ENST00000278070,4701,0.016134439
ENST00000358432,1894,0.061863355
ENST00000374293,509,0.13471596
ENST00000368811,649,0.23184223
ENST00000229595,808,0.11637014
ENST00000229854,1893,0.620031
ENST00000265753,2412,0.0024789164
ENST00000261590,5199,0.00044929743
