epoch,train_loss,val_roc_auc,val_pr_auc,epoch_time_sec,avg_time_per_bag,val_score
1,0.8040596291096541,0.7935065190716475,0.1746380053983511,158.88825726509094,0.2316155353718527,0.9681445244699985
2,0.6915005746113992,0.8531721828883391,0.2832960860506763,112.20245790481567,0.1635604342635797,1.1364682689390153
3,0.6388834066634631,0.8548927486400829,0.3205323989815544,121.36664056777954,0.1769193011192121,1.1754251476216373
4,0.6219958234877482,0.872582825346623,0.3382731486097306,211.546021938324,0.3083761252745247,1.2108559739563536
5,0.6114955577537091,0.8650186352928825,0.3545838994913988,239.0473129749298,0.3484654708089356,1.2196025347842814
6,0.605706401898043,0.8674253111897058,0.3509245735667112,240.2161786556244,0.3501693566408518,1.218349884756417
7,0.5945418542754041,0.8664850163058813,0.3607056975610569,236.1785218715668,0.3442835595795434,1.2271907138669382
8,0.5882507281581851,0.8720826580226904,0.2972036788169797,238.0048475265503,0.3469458418754377,1.16928633683967
9,0.5825757979911609,0.8660217586729572,0.3420641389152031,238.6557145118713,0.3478946275683255,1.2080858975881603
10,0.5797013387192775,0.8832877840405777,0.3995047534590042,239.79149413108823,0.3495502829899246,1.2827925374995819
11,0.5770422961590064,0.8833080433598646,0.403046993794341,239.281973361969,0.3488075413439781,1.2863550371542056
12,0.5701405775373,0.878636260736619,0.3808496585172829,215.30165100097656,0.3138508032084206,1.259485919253902
13,0.5666897866412671,0.8872499163380337,0.3658840743467459,117.93872809410097,0.171922344160497,1.2531339906847796
14,0.5703681783084452,0.8875492949428802,0.4234410486113029,251.74172735214236,0.3669704480351929,1.310990343554183
15,0.5643755851435835,0.8866867564747799,0.4101906296441925,233.77485251426697,0.3407796683881443,1.2968773861189724
16,0.5619507431983948,0.8805399805773003,0.3964607991053305,98.77094984054564,0.1439809764439441,1.2770007796826308
17,0.5618714605369707,0.8829441138065209,0.3883617181078595,92.17461037635805,0.1343653212483353,1.2713058319143804
18,0.5515881247329015,0.8731281045151216,0.3609048764253965,96.01654100418092,0.1399658032130917,1.2340329809405182
19,0.5558870534392168,0.8914264529294812,0.4099849609464256,90.88555002212524,0.1324862245220484,1.3014114138759068
20,0.5583774192924917,0.8829146680752499,0.3928844872019336,90.01905393600464,0.1312231106938843,1.2757991552771835
21,0.553609015689279,0.8897717504708037,0.4074636985306583,89.03888320922852,0.1297942903924614,1.297235449001462
22,0.5511577676247507,0.8928494445501611,0.4088129154235123,91.61370873451231,0.1335476803710092,1.3016623599736734
23,0.5470139960737994,0.8883965774053635,0.4112357641166398,90.56928300857544,0.1320251938900516,1.2996323415220032
24,0.5475093137173757,0.8850313978438178,0.4077665494183511,89.31606864929199,0.1301983508007171,1.292797947262169
25,0.5458584415651586,0.8955212960714964,0.4020121554646395,89.07460188865662,0.1298463584382749,1.2975334515361359
26,0.5477125552013843,0.8886557654577785,0.3729678440136184,91.25540781021118,0.1330253758166343,1.2616236094713968
27,0.5406934628956509,0.8958223151070545,0.4217729183879105,92.86392760276794,0.1353701568553468,1.317595233494965
28,0.53798498193713,0.8824058884900821,0.4051676760500727,90.5217673778534,0.1319559291222352,1.2875735645401547
29,0.5389213764754525,0.8929172763600812,0.4027488496599319,90.95659470558168,0.1325897882005563,1.295666126020013
30,0.5380078277013598,0.897439451702439,0.4063470698489497,92.35382723808289,0.1346265703179051,1.3037865215513886
31,0.5384384508550603,0.897828725910275,0.4014376977611243,200.3862669467926,0.2921082608553828,1.2992664236713993
32,0.5381224191536869,0.8949612530265948,0.4206094146894028,218.86794686317444,0.3190494852232863,1.3155706677159977
33,0.5409101983056451,0.8962737616388557,0.3918287372062418,204.8396737575531,0.2986001075182989,1.2881024988450975
34,0.5380473746435486,0.8944850359910499,0.416433095616859,221.10420966148376,0.3223093435298597,1.3109181316079088
35,0.5329263033658048,0.8936535016633967,0.3972126425191719,209.84230089187625,0.3058925668977788,1.2908661441825686
36,0.5318425637962174,0.8908870793115439,0.371146926247463,186.68088507652283,0.2721295700823948,1.262034005559007
37,0.5328127738768167,0.9009901639774538,0.4082694883533128,224.29528164863584,0.3269610519659415,1.3092596523307667
38,0.532328039364223,0.890343276530686,0.3896441908047739,206.52360606193545,0.3010548193322674,1.2799874673354599
39,0.5283405456664788,0.8894498159436741,0.3997312050723886,223.9577341079712,0.3264690001573924,1.2891810210160628
40,0.5310363192627899,0.8966253879618634,0.4102959449769141,95.06588172912598,0.1385800025205918,1.3069213329387774
41,0.5278599042962068,0.897978825320376,0.4138982463120861,90.4952666759491,0.1319172983614418,1.3118770716324621
42,0.5284651424327906,0.8993368558848812,0.3943376860320621,87.63794207572937,0.127752102151209,1.2936745419169433
43,0.5276868657909171,0.8987280100263124,0.4205394940630731,87.49466919898987,0.1275432495612097,1.3192675040893855
44,0.5235312575841472,0.8956070905977073,0.3918712044128778,85.6250946521759,0.1248179222334925,1.287478295010585
45,0.5234517785319447,0.8985403447529184,0.4224858432179383,83.06862711906433,0.1210912931764786,1.3210261879708567
46,0.5231240720209414,0.8885017290139698,0.3869432365376292,83.27986216545105,0.1213992159846225,1.275444965551599
47,0.5233508574266503,0.9022537877545128,0.4150653101231961,85.77975082397461,0.1250433685480679,1.317319097877709
48,0.5192196335670721,0.8839324733101922,0.401124295178583,86.40524387359619,0.1259551659964959,1.2850567684887753
49,0.5223100865844392,0.8984535659682805,0.4127484976530406,83.35688948631287,0.1215115007089108,1.311202063621321
50,0.5186381185576864,0.8997462253689328,0.4314628264812925,83.64406418800354,0.1219301227230372,1.3312090518502253
51,0.517742333403469,0.8898481945419591,0.4103477167454453,83.23826694488525,0.1213385815523108,1.3001959112874044
52,0.5213624598336046,0.8983129810563063,0.397308958574154,86.67124891281128,0.1263429284443313,1.2956219396304602
53,0.5192567164445445,0.8963047657793031,0.4277257949794818,84.80895829200745,0.1236282190845589,1.3240305607587848
54,0.5165396943579625,0.9003187356872421,0.4073843599020347,84.30014324188232,0.1228865061835019,1.3077030955892768
55,0.5136847237600898,0.8946620384648193,0.3841377217619393,84.26028513908386,0.1228284039928336,1.2787997602267587
56,0.5138523748756325,0.8915908240867723,0.4038577782408896,86.53276419639587,0.1261410556798773,1.295448602327662
57,0.5150963689724024,0.8878725418145789,0.3955800848643666,85.14394545555115,0.1241165385649433,1.2834526266789454
58,0.5117540410835377,0.8995305907519079,0.4168384141828087,82.9538688659668,0.120924007093246,1.3163690049347165
59,0.5139938087794033,0.8900311025662897,0.3995458141485374,84.17246127128601,0.1227003808619329,1.289576916714827
60,0.5118567083438817,0.8992659072566092,0.4070846570825414,84.58853268623352,0.123306898959524,1.3063505643391506
61,0.5104512085009666,0.8998196346432721,0.4059630552741221,86.29822158813477,0.1257991568340156,1.305782689917394
62,0.5113121818887056,0.8994363480075328,0.404897607991861,83.62789511680603,0.1219065526484052,1.3043339559993938
63,0.511197450648259,0.8962891816875439,0.4108610952816487,83.48188328742981,0.1216937074160784,1.3071502769691925
64,0.5089793557233184,0.8984155079757741,0.3964281416362828,84.03442192077637,0.1224991573189159,1.2948436496120568
65,0.5098919557828973,0.88525876154043,0.3600654460536169,85.9303789138794,0.1252629430231478,1.245324207594047
66,0.5104499635035105,0.901432424097271,0.4213447407300089,84.68102431297302,0.1234417264037507,1.32277716482728
67,0.5071725227101876,0.9008261209063052,0.403652251214681,84.14747405052185,0.1226639563418686,1.3044783721209863
68,0.5077216938899382,0.897934123583488,0.3974017795211845,83.98938012123108,0.1224334987189957,1.2953359031046725
69,0.5064996606242047,0.904441220086746,0.4197938553003417,85.99168419837952,0.1253523093270838,1.3242350753870877
70,0.509021710914417,0.8944415645771954,0.3799625680397678,85.50716376304626,0.1246460113163939,1.2744041326169633
