transcript_id,transcript_position,score
ENST00000000233,244,0.26174256205558777
ENST00000000233,261,0.25061410665512085
ENST00000000233,316,0.08600598573684692
ENST00000000233,332,0.31439366936683655
ENST00000000233,368,0.27326515316963196
ENST00000000233,404,0.22405625879764557
ENST00000000233,431,0.2678071856498718
ENST00000000233,440,0.20600411295890808
ENST00000000233,471,0.40071913599967957
ENST00000000233,539,0.22777828574180603
ENST00000000233,571,0.3944045901298523
ENST00000000233,575,0.17137692868709564
ENST00000000233,665,0.5231068134307861
ENST00000000233,696,0.050828415900468826
ENST00000000233,752,0.23777472972869873
ENST00000000233,757,0.30914396047592163
ENST00000000233,765,0.4603569507598877
ENST00000000233,913,0.43780064582824707
ENST00000000412,355,0.22924402356147766
ENST00000000412,367,0.2994609475135803
ENST00000000412,496,0.2732066810131073
ENST00000000412,501,0.5425949096679688
ENST00000000412,547,0.11257284879684448
ENST00000000412,559,0.10754118114709854
ENST00000000412,627,0.07450951635837555
ENST00000000412,674,0.3530700206756592
ENST00000000412,769,0.2940451502799988
ENST00000000412,783,0.2765725553035736
ENST00000000412,793,0.38214582204818726
ENST00000000412,854,0.10757516324520111
ENST00000000412,923,0.2260807305574417
ENST00000000412,932,0.041163407266139984
ENST00000000412,1190,0.10905969142913818
ENST00000000412,1209,0.17028003931045532
ENST00000000412,1250,0.27963384985923767
ENST00000000412,1283,0.1889001876115799
ENST00000000412,1343,0.2362297773361206
ENST00000000412,1458,0.3191080689430237
ENST00000000412,1545,0.2351948469877243
ENST00000000412,1570,0.06466277688741684
ENST00000000412,1638,0.4820306599140167
ENST00000000412,1661,0.38457363843917847
ENST00000000412,1699,0.11736195534467697
ENST00000000412,1790,0.32220959663391113
ENST00000000412,1860,0.16322672367095947
ENST00000000412,1888,0.3573358654975891
ENST00000000412,1960,0.3958772122859955
ENST00000000412,1986,0.503607451915741
ENST00000000412,2195,0.4286145865917206
ENST00000000412,2230,0.1788291037082672
ENST00000000412,2275,0.1647247076034546
ENST00000000412,2434,0.40158331394195557
ENST00000000412,2462,0.26072704792022705
ENST00000000412,2484,0.05232340469956398
ENST00000000412,2564,0.3510326147079468
ENST00000000412,2580,0.7908979058265686
ENST00000000412,2618,0.05204242095351219
ENST00000000412,2707,0.2059735208749771
ENST00000000412,2728,0.1923818737268448
ENST00000001008,190,0.1279112994670868
ENST00000001008,257,0.17898932099342346
ENST00000001008,270,0.1702435165643692
ENST00000001008,338,0.3789278566837311
ENST00000001008,389,0.39017876982688904
ENST00000001008,410,0.2561536431312561
ENST00000001008,425,0.21452735364437103
ENST00000001008,458,0.23857130110263824
ENST00000001008,510,0.20390738546848297
ENST00000001008,652,0.2599872648715973
ENST00000001008,725,0.36380043625831604
ENST00000001008,737,0.23558926582336426
ENST00000001008,776,0.15277618169784546
ENST00000001008,831,0.2980959415435791
ENST00000001008,990,0.3207099139690399
ENST00000001008,1179,0.06560492515563965
ENST00000001008,1214,0.04354408383369446
ENST00000001008,1227,0.5540317893028259
ENST00000001008,1232,0.32501888275146484
ENST00000001008,1289,0.5395340323448181
ENST00000001008,1296,0.5035874843597412
ENST00000001008,1357,0.2954828441143036
ENST00000001008,1454,0.21156975626945496
ENST00000001008,1484,0.20548272132873535
ENST00000001008,1496,0.3501887619495392
ENST00000001008,1555,0.174856036901474
ENST00000001008,1642,0.3742445707321167
ENST00000001008,1666,0.26702043414115906
ENST00000001008,1793,0.262224406003952
ENST00000001008,1905,0.4245966374874115
ENST00000001008,1924,0.6013103723526001
ENST00000001008,2002,0.21679051220417023
ENST00000001008,2013,0.2956092655658722
ENST00000001008,2095,0.18917308747768402
ENST00000001008,2242,0.04013640806078911
ENST00000002165,35,0.22289811074733734
ENST00000002165,54,0.4102335274219513
ENST00000002165,207,0.1589040756225586
ENST00000002165,367,0.2690122723579407
ENST00000002165,449,0.31497663259506226
ENST00000002165,457,0.16083411872386932
ENST00000002165,501,0.5454409718513489
ENST00000002165,534,0.32817167043685913
ENST00000002165,547,0.4915250837802887
ENST00000002165,567,0.27069512009620667
ENST00000002165,572,0.4925437867641449
ENST00000002165,576,0.35854846239089966
ENST00000002165,589,0.7690889239311218
ENST00000002165,680,0.2520889341831207
ENST00000002165,708,0.28287407755851746
ENST00000002165,771,0.3420882523059845
ENST00000002165,900,0.09424762427806854
ENST00000002165,907,0.13510698080062866
ENST00000002165,933,0.20299696922302246
ENST00000002165,941,0.1592710316181183
ENST00000002165,948,0.04932624474167824
ENST00000002165,952,0.2013600468635559
ENST00000002165,990,0.5038794279098511
ENST00000002165,1031,0.24269212782382965
ENST00000002165,1163,0.060072220861911774
ENST00000002165,1188,0.18395183980464935
ENST00000002165,1273,0.15922069549560547
ENST00000002165,1324,0.08911183476448059
ENST00000002165,1339,0.3505801558494568
ENST00000002165,1350,0.4599175751209259
ENST00000002165,1387,0.44748812913894653
ENST00000002165,1400,0.06015276908874512
ENST00000002165,1445,0.3656732738018036
ENST00000002165,1506,0.44739651679992676
ENST00000002165,1553,0.38353490829467773
ENST00000002165,1630,0.03949112817645073
ENST00000002165,1639,0.2892420291900635
ENST00000005340,609,0.48098698258399963
ENST00000005340,655,0.3691506087779999
ENST00000005340,671,0.6037840843200684
ENST00000005340,733,0.17025691270828247
ENST00000005340,739,0.04488680884242058
ENST00000005340,817,0.34080880880355835
ENST00000005340,880,0.17185193300247192
ENST00000005340,911,0.5423287749290466
ENST00000005340,1094,0.2591315805912018
ENST00000005340,1226,0.373683899641037
ENST00000005340,1247,0.06418653577566147
ENST00000005340,1253,0.27255040407180786
ENST00000005340,1262,0.18959595263004303
ENST00000005340,1298,0.19684983789920807
ENST00000005340,1330,0.32233333587646484
ENST00000005340,1406,0.18908622860908508
ENST00000005340,1441,0.42038512229919434
ENST00000005340,1547,0.38411080837249756
ENST00000005340,1561,0.22286373376846313
ENST00000005340,1590,0.46374544501304626
ENST00000005340,1604,0.25911250710487366
ENST00000005340,1661,0.19444742798805237
ENST00000005340,1802,0.09499292820692062
ENST00000005340,1850,0.22200405597686768
ENST00000005340,1877,0.19765889644622803
ENST00000005340,2200,0.34764325618743896
ENST00000005340,2286,0.4027390480041504
ENST00000005340,2399,0.1876779943704605
ENST00000005340,2421,0.562804639339447
ENST00000005340,2425,0.20858491957187653
ENST00000005340,2536,0.5257701873779297
ENST00000005340,2626,0.45217064023017883
ENST00000005340,2672,0.04036468267440796
ENST00000005340,2679,0.32605117559432983
ENST00000005340,2754,0.32302895188331604
ENST00000005340,2815,0.4812576174736023
ENST00000005340,2828,0.32120388746261597
ENST00000005340,2909,0.11426195502281189
ENST00000005340,2988,0.19378787279129028
ENST00000007264,108,0.669265866279602
ENST00000007264,298,0.3886147141456604
ENST00000007264,370,0.0544380359351635
ENST00000007264,420,0.17606109380722046
ENST00000007264,471,0.03157222643494606
ENST00000007264,496,0.3148677349090576
ENST00000007264,553,0.2753327786922455
ENST00000007264,590,0.23981443047523499
ENST00000007264,708,0.32210177183151245
ENST00000007264,736,0.40108102560043335
ENST00000007264,787,0.7410877346992493
ENST00000007264,817,0.34166470170021057
ENST00000007264,877,0.5823705792427063
ENST00000007264,916,0.4403850734233856
ENST00000007264,1061,0.2286844551563263
ENST00000007264,1066,0.7494086027145386
ENST00000007264,1116,0.8129332661628723
ENST00000007264,1293,0.751811683177948
ENST00000007264,1341,0.11864712834358215
ENST00000007264,1366,0.40174564719200134
ENST00000007264,1413,0.8138940930366516
ENST00000007264,1564,0.219862699508667
ENST00000007264,1640,0.23968689143657684
ENST00000007264,1923,0.6402104496955872
ENST00000007264,2015,0.7861089706420898
ENST00000007390,435,0.12736214697360992
ENST00000007390,439,0.18278765678405762
ENST00000007390,500,0.3694867193698883
ENST00000007390,570,0.4824114441871643
ENST00000007390,589,0.27392643690109253
ENST00000007390,642,0.14496417343616486
ENST00000007390,693,0.3731950521469116
ENST00000007390,699,0.31647250056266785
ENST00000007390,714,0.3581749498844147
ENST00000007390,846,0.05713537707924843
ENST00000007390,885,0.45596060156822205
ENST00000007390,894,0.13378113508224487
ENST00000007390,912,0.296108216047287
ENST00000007390,1041,0.7458354830741882
ENST00000007390,1055,0.2020125389099121
ENST00000007390,1096,0.7189390659332275
ENST00000007390,1105,0.7367315888404846
ENST00000007390,1151,0.6688544750213623
ENST00000007516,186,0.3727772533893585
ENST00000007516,204,0.40477702021598816
ENST00000007516,307,0.3002417981624603
ENST00000007516,329,0.2818358242511749
ENST00000007516,337,0.22377415001392365
ENST00000007516,346,0.1995842009782791
ENST00000007516,385,0.23450183868408203
ENST00000007516,397,0.08340640366077423
ENST00000007516,406,0.2512857913970947
ENST00000007516,545,0.34026849269866943
ENST00000007516,569,0.3710618317127228
ENST00000007516,604,0.4166634976863861
ENST00000007516,626,0.3100021183490753
ENST00000007516,632,0.1738564819097519
ENST00000007516,650,0.5334005355834961
ENST00000009041,186,0.22512853145599365
ENST00000009041,244,0.11435884237289429
ENST00000009041,261,0.24565748870372772
ENST00000009041,276,0.11509164422750473
ENST00000009041,416,0.7161966562271118
ENST00000009041,441,0.1310858279466629
ENST00000009041,455,0.03303270414471626
ENST00000009041,501,0.18715663254261017
ENST00000009041,531,0.1042671948671341
ENST00000009041,613,0.3005684018135071
