transcript_id,transcript_position,score
ENST00000000233,244,0.26790615916252136
ENST00000000233,261,0.29677900671958923
ENST00000000233,316,0.09290959686040878
ENST00000000233,332,0.30489853024482727
ENST00000000233,368,0.3036436140537262
ENST00000000233,404,0.27105482916037243
ENST00000000233,431,0.28143106897672016
ENST00000000233,440,0.22458305954933167
ENST00000000233,471,0.3980729977289836
ENST00000000233,539,0.25618963440259296
ENST00000000233,571,0.3727423846721649
ENST00000000233,575,0.13782678296168646
ENST00000000233,665,0.5083324313163757
ENST00000000233,696,0.05135475719968478
ENST00000000233,752,0.25269342462221783
ENST00000000233,757,0.33887434999148053
ENST00000000233,765,0.4174983302752177
ENST00000000233,913,0.4174160857995351
ENST00000000412,355,0.323909064133962
ENST00000000412,367,0.3046239713827769
ENST00000000412,496,0.25517388184865314
ENST00000000412,501,0.5661109089851379
ENST00000000412,547,0.16379480063915253
ENST00000000412,559,0.20508279154698053
ENST00000000412,627,0.06624400988221169
ENST00000000412,674,0.2686231980721156
ENST00000000412,769,0.2378672311703364
ENST00000000412,783,0.2608801027139028
ENST00000000412,793,0.3565898935000102
ENST00000000412,854,0.13670118153095245
ENST00000000412,923,0.2281711349884669
ENST00000000412,932,0.048714118699232735
ENST00000000412,1190,0.18325107793013254
ENST00000000412,1209,0.15007124344507852
ENST00000000412,1250,0.2932163377602895
ENST00000000412,1283,0.16693062086900076
ENST00000000412,1343,0.2216148724158605
ENST00000000412,1458,0.4142959515253703
ENST00000000412,1545,0.2573770483334859
ENST00000000412,1570,0.14246013015508652
ENST00000000412,1638,0.3492462287346522
ENST00000000412,1661,0.2838338613510132
ENST00000000412,1699,0.18313527355591455
ENST00000000412,1790,0.34570278724034625
ENST00000000412,1860,0.23724728326002756
ENST00000000412,1888,0.32117244601249695
ENST00000000412,1960,0.3967663248380025
ENST00000000412,1986,0.5147585471471151
ENST00000000412,2195,0.3009430815776189
ENST00000000412,2230,0.21322638293107352
ENST00000000412,2275,0.20624002814292908
ENST00000000412,2434,0.31373921036720276
ENST00000000412,2462,0.33667945861816406
ENST00000000412,2484,0.035410874212781586
ENST00000000412,2564,0.30653000871340436
ENST00000000412,2580,0.7632758220036825
ENST00000000412,2618,0.09923269972205162
ENST00000000412,2707,0.20615728696187338
ENST00000000412,2728,0.25341946880022687
ENST00000001008,190,0.1663514624039332
ENST00000001008,257,0.18377313017845154
ENST00000001008,270,0.1371135413646698
ENST00000001008,338,0.35620222489039105
ENST00000001008,389,0.3728191653887431
ENST00000001008,410,0.26260894536972046
ENST00000001008,425,0.24817911783854166
ENST00000001008,458,0.22678314646085104
ENST00000001008,510,0.1976505915323893
ENST00000001008,652,0.27897300322850543
ENST00000001008,725,0.3702752689520518
ENST00000001008,737,0.2299856891234716
ENST00000001008,776,0.17022413512070975
ENST00000001008,831,0.27782753109931946
ENST00000001008,990,0.30499449372291565
ENST00000001008,1179,0.1531755526860555
ENST00000001008,1214,0.03767795115709305
ENST00000001008,1227,0.5050253868103027
ENST00000001008,1232,0.31718356410662335
ENST00000001008,1289,0.5244841873645782
ENST00000001008,1296,0.5112384557723999
ENST00000001008,1357,0.2735302249590556
ENST00000001008,1454,0.23436003923416138
ENST00000001008,1484,0.19023380180199942
ENST00000001008,1496,0.27983302374680835
ENST00000001008,1555,0.18703525265057883
ENST00000001008,1642,0.39327986041704815
ENST00000001008,1666,0.2949813902378082
ENST00000001008,1793,0.287791629632314
ENST00000001008,1905,0.46614329020182294
ENST00000001008,1924,0.46388853589693707
ENST00000001008,2002,0.26660793522993725
ENST00000001008,2013,0.27735379338264465
ENST00000001008,2095,0.19333066046237946
ENST00000001008,2242,0.04174435014526049
ENST00000002165,35,0.23064018785953522
ENST00000002165,54,0.35005898276964825
ENST00000002165,207,0.1595377872387568
ENST00000002165,367,0.27009054521719617
ENST00000002165,449,0.20957118769486746
ENST00000002165,457,0.17674208680788675
ENST00000002165,501,0.48780972758928937
ENST00000002165,534,0.3377304971218109
ENST00000002165,547,0.46733661492665607
ENST00000002165,567,0.24976690113544464
ENST00000002165,572,0.436569223801295
ENST00000002165,576,0.35387082894643146
ENST00000002165,589,0.7407004634539286
ENST00000002165,680,0.27677441636721295
ENST00000002165,708,0.27372702956199646
ENST00000002165,771,0.35031957427660626
ENST00000002165,900,0.12054456025362015
ENST00000002165,907,0.17276704808076224
ENST00000002165,933,0.2268893172343572
ENST00000002165,941,0.1953356315692266
ENST00000002165,948,0.07436799133817355
ENST00000002165,952,0.24590577681859335
ENST00000002165,990,0.4457116623719533
ENST00000002165,1031,0.23187876244386038
ENST00000002165,1163,0.07005470618605614
ENST00000002165,1188,0.16747709115346274
ENST00000002165,1273,0.17803064982096353
ENST00000002165,1324,0.15325101713339487
ENST00000002165,1339,0.36357028285662335
ENST00000002165,1350,0.47239190340042114
ENST00000002165,1387,0.44131337602933246
ENST00000002165,1400,0.04940124601125717
ENST00000002165,1445,0.4445929229259491
ENST00000002165,1506,0.44535011053085327
ENST00000002165,1553,0.43462132414182025
ENST00000002165,1630,0.03140716813504696
ENST00000002165,1639,0.24155144890149435
ENST00000005340,609,0.4558328688144684
ENST00000005340,655,0.3180031975110372
ENST00000005340,671,0.5493471423784891
ENST00000005340,733,0.1799511065085729
ENST00000005340,739,0.07141761109232903
ENST00000005340,817,0.3447149892648061
ENST00000005340,880,0.18415232002735138
ENST00000005340,911,0.4399325946966807
ENST00000005340,1094,0.19079038500785828
ENST00000005340,1226,0.38292913635571796
ENST00000005340,1247,0.08979618300994237
ENST00000005340,1253,0.30636099974314374
ENST00000005340,1262,0.20520066718260446
ENST00000005340,1298,0.28148671487967175
ENST00000005340,1330,0.32851317524909973
ENST00000005340,1406,0.18916254738966623
ENST00000005340,1441,0.3906257748603821
ENST00000005340,1547,0.37668461600939435
ENST00000005340,1561,0.2722923556963603
ENST00000005340,1590,0.4565713008244832
ENST00000005340,1604,0.25967513024806976
ENST00000005340,1661,0.24662961065769196
ENST00000005340,1802,0.12730074673891068
ENST00000005340,1850,0.2674788335959117
ENST00000005340,1877,0.25098318854967755
ENST00000005340,2200,0.37281742691993713
ENST00000005340,2286,0.3681504428386688
ENST00000005340,2399,0.220985213915507
ENST00000005340,2421,0.5285018483797709
ENST00000005340,2425,0.21041836341222128
ENST00000005340,2536,0.5038399398326874
ENST00000005340,2626,0.48325968782107037
ENST00000005340,2672,0.051770541816949844
