transcript_id,transcript_position,score
tx_id_0,0,0.0013810705859214067
tx_id_0,10,0.9714405536651611
tx_id_0,20,0.9829913377761841
tx_id_0,30,0.9855688214302063
tx_id_0,40,0.6377972364425659
tx_id_0,50,0.09416531771421432
tx_id_0,60,4.631229239748791e-05
tx_id_0,70,2.0621504503992583e-11
tx_id_0,80,0.0
tx_id_0,90,0.11468043923377991
tx_id_0,100,0.0
tx_id_0,110,5.735932973038871e-07
tx_id_0,120,0.9553233981132507
tx_id_0,130,0.0
tx_id_0,140,0.790763795375824
tx_id_0,150,0.6325097680091858
tx_id_0,160,0.21415969729423523
tx_id_0,170,0.13730977475643158
tx_id_0,180,0.9856789708137512
tx_id_0,190,0.32640209794044495
tx_id_0,200,0.6288574934005737
tx_id_0,210,0.9774292707443237
tx_id_0,220,0.5191049575805664
tx_id_0,230,0.20124021172523499
tx_id_0,240,0.9819132685661316
tx_id_0,250,0.8783879280090332
tx_id_0,260,0.9024774432182312
tx_id_0,270,0.15390817821025848
tx_id_0,280,0.0033722780644893646
tx_id_0,290,0.0949491336941719
tx_id_0,300,0.9795466065406799
tx_id_0,310,0.9860039353370667
tx_id_0,320,0.4134562909603119
tx_id_0,330,0.8923686742782593
tx_id_0,340,0.0
tx_id_0,350,0.6013034582138062
tx_id_0,360,0.9754372239112854
tx_id_0,370,0.930247962474823
tx_id_0,380,0.33562496304512024
tx_id_0,390,0.9693343639373779
tx_id_0,400,0.0
tx_id_0,410,0.0
tx_id_0,420,0.0023734718561172485
tx_id_0,430,0.26930418610572815
tx_id_0,440,0.9837686419487
tx_id_0,450,0.9920824766159058
tx_id_0,460,0.6695736050605774
tx_id_0,470,0.0
tx_id_0,480,0.4663953483104706
tx_id_0,490,0.1447392851114273
tx_id_0,500,0.9834497570991516
tx_id_0,510,0.9854291081428528
tx_id_0,520,0.070905901491642
tx_id_0,530,0.7263250350952148
tx_id_0,540,0.09687653183937073
tx_id_0,550,0.0006992225535213947
tx_id_0,560,0.1694764941930771
tx_id_0,570,0.0
tx_id_0,580,0.17547045648097992
tx_id_0,590,0.0
tx_id_0,600,0.00011103324504802004
tx_id_0,610,0.4892590045928955
tx_id_0,620,0.17115522921085358
